,Brand,Model,Price,Engine Capacity,Classification,Registration Date,COE Expiry Date,Mileage,No. of owners,Type of Vehicle,Listing Details,Price (06-Jul-2022),Price (07-Jul-2022),Price (08-Jul-2022),Price (12-Jul-2022)
51,Kawasaki,Kawasaki ZX6R Ninja ABS,SGD$12800,636cc,Class 2,8-Nov-13,7-Nov-23,49559km,1,Sport Bikes, Kawasaki ZX6R Ninja ABS For SalesVery Rare Unit.Well Maintain By Previous Owner.Original Condition.Drop By To Our Shop At:IMotoringBlk 1008 Bukit Merah Lane 3 #01-14 S(159722)Monday To Friday9.00 To 19.00Saturday 9.00 To 17.3063771385 ,SGD$12800,,SGD$12800,SGD$12800
52,Honda,Honda PCX150,SGD$12000,149cc,Class 2B,23-Sep-19,22-Sep-29,-,- ,Scooters, Honda PCX150 For Sale.Interested Parties Are Welcome To Neg.Trade/Loan Available.Do Visit Us At Wing Fuat @ Sims Place.No Early Settlement Fee.More Than 900 Bikes Have Been Sold Via This Platform! ,SGD$12000,SGD$12000,SGD$12000,SGD$12000
53,BMW,BMW G310GS,SGD$13888,313cc,Class 2A,21-Jul-18,20-Jul-28,23355km,1,Sport Tourers, BMW G310GS For Sale.Trade In/Loan Of Vehicle Available.Interested Buyers Are Welcome To Neg.Come Visit M1 Motoring Changi. ,SGD$13888,SGD$13888,SGD$13888,SGD$13888
54,MV Agusta,MV Agusta Brutale 800,SGD$29888,798cc,Class 2,5-Jul-19,4-Jul-29,9400km,1,Street Bikes," MV Agusta Brutale 800 For Sale!Literally As Good As New.9400k Mileage OnlyWe Know How You Feel Due To The High Coe However We Have The Solution To This Issue. Find Out From Us Now!✅ Low Interest Rate✅ Fast Loan Approval✅ Flexible Loan Options✅ Bad Credit Record Are Welcome✅ 3 Days Collection✅ We Accept Trade In✅ No Hidden Cost✅ We Provide Breakdown Of Pricing✅ Call Or Pm Us For Free Quotation✅ FreebiesWe Have A Wide Range Of Class 2B Class 2A And Class 2 Motorcycles.For More Information, Please Do Not Hesitate To Contact Us.Sales Enquiry:Please Contact Our Friendly Salesperson @- Gerald: +65 81882357- Deanna: +65 88829297Showroom Address:1080 / 1082 Serangoon RoadSingapore 328183Showroom Contact: 62927040 AccessoriesBox And Rack",SGD$29888,,SGD$29888,SGD$29888
55,Vespa,Vespa GTS 300 Supertech HPE,SGD$18800,278cc,Class 2A,8-Feb-21,7-Feb-31,-,- ,Scooters, Vespa GTS 300 Supertech HPE For Sale.Interested Parties Are Welcome To Neg.Trade/Loan Available.Do Visit Us At Wing Fuat @ Sims Place.No Early Settlement Fee.More Than 900 Bikes Have Been Sold Via This Platform! ,SGD$18800,,SGD$18800,SGD$18800
56,Lambretta,Lambretta V200 Special,SGD$8888,169cc,Class 2B,23-May-19,22-May-29,61630km,- ,Scooters, Used Lambretta V200 Special For Sale!* Price Before Insurance Only.𝙒𝙝𝙮 𝘾𝙝𝙤𝙤𝙨𝙚 𝙐𝙨 : $0 Down Payment  No Hidden Cost Bad Credit Record Are Welcome 10 Years Loan Option We Accept High Trade In Prices 1 Day Collection Low Interest Rate Fast Loan Approval Call or PM us for Free Quotation Free Servicing / Freebies𝙎𝙖𝙡𝙚𝙨 𝙀𝙣𝙦𝙪𝙞𝙧𝙞𝙚𝙨 please contact our Sale Teams: Beng - +65 90699255  Lincoln - +65 91453915𝙎𝙝𝙤𝙬𝙧𝙤𝙤𝙢 𝘼𝙙𝙙𝙧𝙚𝙨𝙨 :25 Kaki Bukit Road 4 Synergy @ KB#01-32/33Singapore 417800Tel: 6242 90977 ,SGD$8888,SGD$8888,SGD$8888,SGD$8888
57,Honda,Honda CB125R,SGD$14800,125cc,Class 2B,4-Mar-22,3-Mar-32,-,- ,Street Bikes, Honda CB125R For Sale. Visit United Cycles Now.Trade In/Loan Available.Price Nego For Sincere Buyers.Call Now! ,SGD$14800,,SGD$14800,SGD$14800
58,Kawasaki,Kawasaki ZG1400GTR Concours,SGD$22800,1352cc,Class 2,28-Oct-11,27-Oct-31,74736km,- ,Sport Tourers," Kawasaki ZG1400GTR Concours For Sale.Well Maintain Condition. Loan Available, Welcome Trade In. Come Visit Us At New Southern Motor.Blk 1008 Bukit Merah Lane 3#01-12S(159722).Interested Buyers Are Welcome To Negotiate. Accessories- Akraprovic Slip - On Exhaust",SGD$22800,SGD$22800,SGD$22800,SGD$22800
59,Honda,Honda Forza 300,SGD$18500,279cc,Class 2A,9-Mar-21,8-Mar-31,-,- ,Scooters, Honda Forza 300 For Sale.Visit United Cycles Now.Trade In/Loan Available.Price Nego For Sincere Buyers.Call/Whatsapp Now! ,SGD$18500,,SGD$18500,SGD$18500
60,BMW,BMW G310GS,SGD$25800,313cc,Class 2A,27-Jun-22,26-Jun-32,5km,1,Sport Tourers, Unstoppable Legend 40 Years GS Adventure Bike!Brand New 2022 BMW G310-G/S BumblebeeWarranty By PML Local BMW Agent.Showroom Condition With Genuine Mileage of 5km Only.LED Headlights And LED Day Time Running Lights.LED Signal Indicators.Throttle Ride By Wire.Fully Adjustable Clutch And Brake Levers.Option To Purchase With Nice Number FBS1111H. Viewing Is Highly Recommended.Please Call/Visit With Us With No Obligations.BMW Make Life A Ride........ ,SGD$25800,SGD$25800,SGD$25800,SGD$25800
61,Honda,Honda CB400X,SGD$9800,399cc,Class 2A,10-Feb-15,9-Feb-25,124800km,2,Sport Tourers," Proven Fuel Saving Bike For Both Commuting And Touring.2015 Honda CB400X.2 Owner's. Servicing By Reputable Workshop. Excellent Condition With Genuine Mileage Of 124,800km.Viewing Is Strongly Recommended.Feel Free To Call/Visit Us With No Obligations. Accessories- XL Top Case- Crash Bar Protector- Tinted Touring Windshield- Fog Lights- Side Stand Enlarger",SGD$9800,,SGD$9800,SGD$9800
62,Yamaha,Yamaha Jupiter MX135,SGD$6800,134cc,Class 2B,20-Mar-15,19-Mar-25,51200km,1,Cubs," Most Popular Commute Bike For Transportation And Delivery!One Owner. Low Mileage Of 51,200km Only. Well Maintained And Servicing Done On Time. Viewing Is Highly Recommended. Please Call/Visit Us With No Obligations. AccessoriesTop Box.",SGD$6800,SGD$6800,SGD$6800,SGD$6800
63,Honda,Honda CBR400R,SGD$7299,399cc,Class 2A,22-Sep-14,21-Sep-24,40650km,1,Sport Bikes, Honda CBR400R For Sale.Bike Is In Great Condition.1 Owner. Low Mileage For Its Age. Coe Till Sept 2024 (Renewable). Selling Because WFH And Using Car Now. Call Or Whatsapp For Bike Viewing In Fernvale. ,SGD$7299,SGD$7299,SGD$7299,SGD$7299
64,Vespa,Vespa SPRI,SGD$13800,150cc,Class 2B,11-Jan-79,29-Mar-32,13355km,3,Scooters, 1979 Vespa Spri Classic Scooter For Sale.Very Rare In The Market.Best For Classic Vespa Scooter Enthusiast.New Paintwork Done.Scooter In Tip Top Roadworthy Condition.New 10 Years Coe Till Mar 2032.Nice Plate Number. Call Today's! Don't Miss This Golden Opportunity. ,SGD$13800,,SGD$13800,SGD$8888
65,Yamaha,Yamaha FZ8-N,SGD$15000,779cc,Class 2,6-May-11,5-May-31,-,- ,Street Bikes, Yamaha FZ8-N For Sale.COE Till May 2031. Interested Parties Are Welcome To Neg.Trade/Loan Available.Do Visit Us At Wing Fuat @ Sims Place.No Early Settlement Fee.More Than 900 Bikes Have Been Sold Via This Platform! ,SGD$15000,,SGD$15000,SGD$15000
66,Yamaha,Yamaha MT-15 Xabre,SGD$9888,150cc,Class 2B,6-Jan-18,5-Jan-28,40000km,1,Street Bikes," Pre Loved 2018 Yamaha MT-15 Xabre For Sale.➡️You Must Choose Us Not Another⬅️1️⃣We Gave 100% After Sale Service 2️⃣We Won’t Ask For Admin Fee When U Collect Your Bike3️⃣We Can Give U A Better Service And 100% Best Price We Are Best Moto Shop In East Side!  Price Include ▶️ Agreement Fee▶️ Road Tax▶️ Coe▶️ 7% Gst▶️ ARF▶️ Iu Unit With Bracket▶️ 12 Months Warranty  Freebies ▶️ Helmet▶️ Raincoat▶️ Hp Holder▶️ Box With Rack🤗 Reason To Visit Us 🤗▶️ $0 Ride Away▶️ Fast Loan Approval▶️ Low Interest Rate▶️ Free To Provide Breakdown Of Selling Price ▶️ Loan Up To 7 Years ▶️ Flexible Repayment▶️ Advance Repayment Allow▶️ Installment By Giro▶️ Installment By Paynow▶️ Online Deal Available▶️ Insurance Renewal▶️ High Trade In Quotation▶️ Over Trade▶️ Bad Credit May Apply▶️ Upgrade Brand New Tyres Before Collection▶️ Door To Door Sale ( We Send The Bike To You House ) ️ Place A Minimum Deposit To Secure Machine Price Before It Sold Out And You Need To Wait Or Before Coe Go Higher.We Are Expanding And Improving Our Customer Service/ After Sale Service. No Gimmick, Patience And Transparency. Check Us Out! Contact Our Friendly Sales Consultant For A Non-obligation Free Discussion!Ivan Koh Hp: 88242508Ah Ong Hp: 97106796 ☎️ Admin/ OfficeTel: 67499535 S1 Motoring 3006 Ubi Road #01-366 (Singapore 408700)Mon - Fri: 9.30 am To 7pm. Sat - 930 am - 5 pm. Sunday Shop Close ",SGD$9888,,SGD$9888,SGD$9888
67,Yamaha,Yamaha Tmax 500,SGD$12800,499cc,Class 2,7-Oct-11,31-Aug-31,-,2,Scooters, Pre-Own Yamaha Tmax 500 For Sale!Bike Well Maintain By Previous Owner.Original Condition.Drop By To Our Shop At:ImotoringBlk 1008 Bukit Merah Lane 3 #01-14 S(159722)Monday To Friday9.00 To 19.00Saturday 9.00 To 17.30Sunday & Public Holiday Close63771385 ,SGD$12800,SGD$12800,SGD$12800,SGD$12800
68,Honda,Honda CBR1000RR,SGD$15800,1000cc,Class 2,27-Jun-08,31-Dec-27,120000km,2,Sport Bikes, Pre-Own Honda CBR1000RR For Sale!Bike Well Maintain By Previous Owner.Drop By To Our Shop At:ImotoringBlk 1008 Bukit Merah Lane 3 #01-14 S(159722)Monday To Friday9.00 To 19.00Saturday 9.00 To 17.30Sunday & Public Holiday Close63771385 Accessories- Legal Leovince Slip-on Exhaust- Brembo Master Pump,SGD$15800,SGD$15800,SGD$15800,SGD$15800
69,Yamaha,Yamaha Aerox 155,SGD$9500,155cc,Class 2B,18-Jul-18,17-Jul-28,-,- ,Scooters," Yamaha Aerox 155 For Sale.Well Maintain Condition. Loan Available, Welcome Trade In. Come Visit Us At New Southern Motor.Blk 1008 Bukit Merah Lane 3#01-12S(159722).Interested Buyers Are Welcome To Negotiate. ",SGD$9500,SGD$9500,SGD$9500,SGD$9500
70,Honda,Honda CB150R ExMotion,SGD$11500,149cc,Class 2B,19-Mar-19,18-Mar-29,26000km,1,Street Bikes," Pre-owned Honda CB 150R! Low Mileage Of < 26,000 Km Done On The Bike.Cash Or Financing Option Available.Contact Us At Tel: 6479 3126 For More Information.➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖If You Are Looking For A Bike, Why Not Pop By Universal Motors To Check Out The PriceUniversal Motors Not Only Deal With Bajaj Motorcycle, We Deal With Brands Like Honda, Yamaha, Sym And Many More.Do Feel Free To Contact Us To Get A Quote On The Bike You Are Eyeing On. Installment Installment Plan ☑ Cash Or Financing Option Available☑ We Welcome Cash Term Buyer With No Hidden ChargesWe Promised To You That We Do Not Have The Following ⛔️ No Admin Fee⛔️ No Agreement Fee⛔️ No Early Settlement Fee⛔️ No 'extra' Fee For Cash Payment Or On Installment No 'Extra' Fee For Cash Payment Or On Installment5️⃣ - Easy Repayment Method For Installment☑️ - Payment By Cash☑️ - Giro☑️ - Paynow☑️ - Bank Transfer☑️ - Cheque⬇️ Viewing At The Following Addresses ⬇️1. Blk 1006 Bukit Merah Lane 2 #01-04 Singapore 159762Tel: 6278 2029 Fax: 6274 00462. Blk 1008 Bukit Merah Lane 3 #01-18 Singapore 159722Tel: 6479 3126 Fax: 6479 4219 ",SGD$11500,SGD$11500,SGD$11500,SGD$11500
71,Kawasaki,Kawasaki Ninja 400 KRT,SGD$17900,399cc,Class 2A,2-Apr-19,1-Apr-29,-,- ,Sport Bikes, Kawasaki Ninja EX400G For Sale.Visit United Cycles Now.Trade In/Loan Available.Price Nego For Sincere Buyers.Call Now! ,SGD$17900,,SGD$17900,SGD$17900
72,Yamaha,Yamaha T135 Spark,SGD$11800,135cc,Class 2B,24-Nov-11,22-Nov-31,94100km,- ,Cubs, Proven Fuel Saving Commute Bike And Problem Free.Yamaha Spark T135cc ( Auto ) Clutchless Model.Price Including Of 10 Years COE. Renewable COE Upon Expiry Date 22/11/2031. Servicing Done Regularly On Time. Buyer Will Get FBT New Series Number. Kindly Call/Visit Us With No Obligation.Yamaha Revs Your Heart !!! AccessoriesGivi Top Box.Racing Boy Sport Rims. Etc.....,SGD$11800,SGD$11800,SGD$11800,SGD$11800
73,Yamaha,Yamaha Aerox 155,SGD$11388,155cc,Class 2B,21-Feb-20,20-Feb-30,22500km,1,Scooters," Preowned Yamaha Aerox 155 For Sale.1 Owner Only.Low Mileage.We Know How You Feel Due To The High Coe However We Have The Solution To This Issue. Find Out From Us Now! Low Interest Rate Fast Loan Approval Flexible Loan Options Bad Credit Record Are Welcome 3 Days Collection We Accept Trade In No Hidden Cost We Provide Breakdown Of Pricing Call Or Pm Us For Free Quotation FreebiesWe Have A Wide Range Of Class 2B Class 2A And Class 2 Motorcycles.For More Information, Please Do Not Hesitate To Contact Us.Sales Enquiry:Please Contact Our Friendly Salesperson @- Gerald: +65 81882357- Deanna: +65 88829297Showroom Address:1080 / 1082 Serangoon RoadSingapore 328183Showroom Contact: 62927040 ",SGD$11388,SGD$11388,SGD$11388,SGD$11388
74,Honda,Honda CB400X,SGD$11000,399cc,Class 2A,15-Mar-16,14-Mar-26,-,- ,Sport Tourers, Honda CB400X For Sale.Interested Parties Are Welcome To Neg.Trade/Loan Available.Do Visit Us At Wing Fuat @ Sims Place.No Early Settlement Fee.More Than 900 Bikes Have Been Sold Via This Platform! ,SGD$11000,SGD$11000,SGD$11000,SGD$11000
75,Honda,Honda VFR800X CrossRunner,SGD$13800,782cc,Class 2,23-May-15,22-May-25,100000km,2,Sport Tourers," Used Honda VFR800X CrossRunner For Sale.COE Till (05/2025).- $0 Down Payment Plan - Flexible Installment Plan- Low Interest Rate- High Trade In Value - No Hidden Cost - Price Break DownBike Is Well Taken Care By Previous Owner.Low Mileage.Accident Free.See It To Believe It.Grab It Before It Gone.Cash Or Installment Plan Is Available.Come On Down To View It And Also Have A Try-on The Bike.✅Your One Stop Solution ✅For More Enquires Do Feel Free To DM Us Or Whatsapp Our Salesman.Junwei - 96376942Office -69040460Address :1 Tampines North Dr 1,T-space#02-03Singapore(528559)Operating Hours :Mon - Fri (10 am - 8 pm)Sat (10 am - 6 pm)Sun (Closed)*Terms & Condition Apply AccessoriesSide Panel.Top Box.",SGD$13800,SGD$13800,SGD$13800,SGD$13800
76,Yamaha,Yamaha Xmax 400,SGD$16800,395cc,Class 2A,19-Aug-19,18-Aug-29,-,2,Scooters," Pre-Own Yamaha Xmax 400 For Sale.Custom Sticker Design.Lots Of Accessories Include (Handle Bar, YSS Suspension, Footrest, Mirror, Box & Bracket)Bike Well Maintain By Previous OwnerDrop By To Our Shop At:ImotoringBlk 1008 Bukit Merah Lane 3 #01-14 S(159722)Monday To Friday9.00 To 19.00Saturday 9.00 To 17.30Sunday & Public Holiday Close63771385 ",SGD$16800,SGD$16800,SGD$16800,SGD$16800
77,Honda,Honda X-Adv 750,SGD$23800,745cc,Class 2,6-Sep-17,5-Sep-27,-,2,Scooters, Pre Own Honda X-Adv 750 For Sale!Well Maintain By Previous Owner.Instalment Plan Available In Our Shop.Drop By To Our Shop At:ImotoringBlk 1008 Bukit Merah Lane 3 #01-14 S(159722)Monday To Friday9.00 To 19.00Saturday 9.00 To 17.30Sunday & Public Holiday Close63771385 Accessories- Akrapovic Exhaust- Crashbar- Foglight- Rack- Box,SGD$23800,,SGD$23800,
78,Yamaha,Yamaha MT-09,SGD$11800,847cc,Class 2,8-Jun-15,7-Jun-25,36000km,3,Street Bikes, Pre Own Yamaha MT-09 For Sale!Well Maintain By Previous Owner.Low Mileage Instalment Plan Available In Our Shop.Drop By To Our Shop At:ImotoringBlk 1008 Bukit Merah Lane 3 #01-14 S(159722)Monday To Friday9.00 To 19.00Saturday 9.00 To 17.30Sunday & Public Holiday Close63771385 Accessories- Brembo Clutch Lever- Brembo Brake Lever- Slider- Box & Rack,SGD$11800,,SGD$11800,SGD$11800
79,Kawasaki,Kawasaki Z1000 ABS,SGD$16877,1043cc,Class 2,17-Sep-15,16-Sep-25,54858km,- ,Street Bikes," Pre-Owned Unit Kawasaki Z1000 For Sale.Price Before Insurance Only.Accident Free.1 Owner Only.Well Maintain Condition.1 Months Shop Warranty Provided. Freebies Come With :> Helmet> Raincoat > Phone Holder> Iu Sticker𝙃𝙐𝙍𝙍𝙔 𝙐𝙋!!! Contact Our Sales Consultant For A Non-obligation Free Discussion And More Details Information! Also, We Are Truly Welcome You Drop Down To Our ᴍᴀXꜱᴘᴇᴇᴅ ᴍᴏᴛᴏʀꜱᴘᴏʀᴛ's Showroom To Viewing Bikes And Futher Discussion 🤝🤝🤝==============================================Xiao Qiang - 91423334Encore - 90520480******* 𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 𝗔𝗱𝗱𝗿𝗲𝘀𝘀 *******Blk 1017 Yishun Industrial Park A #01-250 Singapore 768759******* 𝘽𝙪𝙨𝙞𝙣𝙚𝙨𝙨 𝙃𝙤𝙪𝙧𝙨 *******Monday-friday ( 10𝓪𝓶 - 6𝓹𝓶 )Saturday ( 11𝓪𝓶 - 6𝓹𝓶 )Public Holiday & Sunday (𝘾𝙡𝙤𝙨𝙚 / 𝘽𝙮 𝘼𝙥𝙥𝙤𝙞𝙣𝙩𝙢𝙚𝙣𝙩)==============================================𝙈𝘼𝙓𝙎𝙋𝙀𝙀𝘿 𝙈𝙊𝙏𝙊𝙍𝘼𝙋𝙊𝙍𝙏 𝙋𝙧𝙤𝙢𝙞𝙨𝙚 𝙏𝙤 𝙔𝙤𝙪 !!!- No Hidden Cost / No Gimmick- No Minimun Downpayment- Zero Downpayment Able To Do- Fast Loan Approval- High Approve Rate- Bad Credit Are Welcome- Loan Up To 7 Years - Within 5 Working Days Collect Bike- Over Trade Will Do- Focus After Sales Service𝙃𝙤𝙬 𝙋𝙖𝙮𝙢𝙚𝙣𝙩 𝙡𝙞𝙠𝙚 ?- Installment By Giro / Paynow / Cash- Accept Full Cash And No Other Charges𝙒𝙝𝙖𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚 𝙒𝙚 𝙃𝙖𝙫𝙚?- Online Deal Available- Insurance/ Road Tax Renewal- High Trade In Quotation- Pre Order The Model You Needed Accessories-Termignoni Twin Exhaust",SGD$16877,SGD$16877,SGD$16877,SGD$16877
80,MV Agusta,MV Agusta Brutale 800,SGD$37777,798cc,Class 2,19-Mar-21,18-Mar-31,787km,- ,Street Bikes," Pre-Owned Unit MV Agusta Brutale 800 For Sale.Price Before Insurance Only.Accident Free.1 Owner Only.Well Maintain Condition.1 Months Shop Warranty Provided. Freebies Come With :> Helmet> Raincoat > Phone Holder> Iu Sticker𝙃𝙐𝙍𝙍𝙔 𝙐𝙋!!! Contact Our Sales Consultant For A Non-obligation Free Discussion And More Details Information! Also, We Are Truly Welcome You Drop Down To Our ᴍᴀXꜱᴘᴇᴇᴅ ᴍᴏᴛᴏʀꜱᴘᴏʀᴛ's Showroom To Viewing Bikes And Futher Discussion 🤝🤝🤝==============================================Xiao Qiang - 91423334Encore - 90520480******* 𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 𝗔𝗱𝗱𝗿𝗲𝘀𝘀 *******Blk 1017 Yishun Industrial Park A #01-250 Singapore 768759******* 𝘽𝙪𝙨𝙞𝙣𝙚𝙨𝙨 𝙃𝙤𝙪𝙧𝙨 *******Monday-friday ( 10𝓪𝓶 - 6𝓹𝓶 )Saturday ( 11𝓪𝓶 - 6𝓹𝓶 )Public Holiday & Sunday (𝘾𝙡𝙤𝙨𝙚 / 𝘽𝙮 𝘼𝙥𝙥𝙤𝙞𝙣𝙩𝙢𝙚𝙣𝙩)==============================================𝙈𝘼𝙓𝙎𝙋𝙀𝙀𝘿 𝙈𝙊𝙏𝙊𝙍𝘼𝙋𝙊𝙍𝙏 𝙋𝙧𝙤𝙢𝙞𝙨𝙚 𝙏𝙤 𝙔𝙤𝙪 !!!- No Hidden Cost / No Gimmick- No Minimun Downpayment- Zero Downpayment Able To Do- Fast Loan Approval- High Approve Rate- Bad Credit Are Welcome- Loan Up To 7 Years - Within 5 Working Days Collect Bike- Over Trade Will Do- Focus After Sales Service𝙃𝙤𝙬 𝙋𝙖𝙮𝙢𝙚𝙣𝙩 𝙡𝙞𝙠𝙚 ?- Installment By Giro / Paynow / Cash- Accept Full Cash And No Other Charges𝙒𝙝𝙖𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚 𝙒𝙚 𝙃𝙖𝙫𝙚?- Online Deal Available- Insurance/ Road Tax Renewal- High Trade In Quotation- Pre Order The Model You Needed Accessories-Motovation Fork Slider-Motovation Frame Slider",SGD$37777,SGD$37777,SGD$37777,SGD$37777
81,Suzuki,Suzuki GSR750,SGD$7500,749cc,Class 2,10-Jun-11,9-Jun-21,-,- ,Street Bikes, Suzuki GSR750 For Sale.Interested Parties Are Welcome To Neg.Trade/Loan Available.Do Visit Us At Wing Fuat @ Sims Place.No Early Settlement Fee.More Than 900 Bikes Have Been Sold Via This Platform! ,SGD$7500,,SGD$7500,SGD$7500
82,Lambretta,Lambretta V200 Special,SGD$12800,169cc,Class 2B,3-Jan-20,2-Jan-30,31000km,1,Scooters," Used Lambretta V200 Special For Sale.COE Till (01/2030).- $0 Down Payment Plan - Flexible Installment Plan- Low Interest Rate- High Trade In Value - No Hidden Cost - Price Break DownBike Is Well Taken Care By Previous Owner.Low Mileage.Accident Free.See It To Believe It.Grab It Before It Gone.Cash Or Installment Plan Is Available.Come On Down To View It And Also Have A Try-on The Bike.✅Your One Stop Solution ✅For More Enquires Do Feel Free To DM Us Or Whatsapp Our Salesman.Junwei - 96376942Asher-89238139Office -69040460Address :1 Tampines North Dr 1,T-space#02-03Singapore(528559)Operating Hours :Mon - Fri (10 am - 8 pm)Sat (10 am - 6 pm)Sun (Closed)*Terms & Condition Apply ",SGD$12800,,SGD$12800,SGD$12800
83,Honda,Honda CBF150,SGD$6555,149cc,Class 2B,18-Apr-07,31-Mar-27,-,- ,Street Bikes," New Paintwork Honda CBF150.View To Appreciate.Trade/Loan Available. View At C.S.T.K Pte Ltd, 481 Geylang Road.Call/View To Neg. ",SGD$6555,SGD$6555,SGD$6555,SGD$6555
84,Honda,Honda NC750,SGD$8800,745cc,Class 2,23-Dec-16,22-Dec-26,37102km,- ,Street Bikes," Honda NC750 For Sale.COE Till Dec 2026.Loan Available, Welcome Trade In.Serious Buyers Are Welcome To Negotiate.Unit Selling Fast.Contact Us ASAP! ",SGD$8800,SGD$8800,SGD$8800,SGD$8800
85,Honda,Honda CBR1000RR,SGD$16500,999cc,Class 2,1-Jul-08,30-Nov-27,-,3,Sport Bikes, Honda CBR1000RR For Sale.Prices Are Negotiable. Trade In Or Loan Available. Viewing Will Be At Dynasty Motor Pte Ltd @ Kaki Bukit.Synergy @ KB. 25 Kaki Bukit Road 4 #01-82 S'pore 417800. ,SGD$16500,SGD$16500,SGD$16500,SGD$16500
86,Kawasaki,Kawasaki Z800,SGD$6888,806cc,Class 2,24-Jan-14,23-Jan-24,72838km,3,Street Bikes, Kawasaki Z800 For Sale.Trade In/Loan Of Vehicle Available.Interested Buyers Are Welcome To Neg.Come Visit M1 Motoring Changi. ,SGD$6888,SGD$6888,SGD$6888,SGD$6888
